+5.6350832689629150e-04 +5.5555555555555558e-01 +1.4927927318309034e-33 +0.0000000000000000e+00
+2.5000000000000001e-03 +8.8888888888888884e-01 +1.8656593059040440e-34 +0.0000000000000000e+00
+4.4364916731037089e-03 +5.5555555555555558e-01 -2.1409629437637620e-33 +0.0000000000000000e+00

+5.5635083268962921e-03 +5.5555555555555558e-01 -1.5067817892217353e-32 +0.0000000000000000e+00
+7.4999999999999997e-03 +8.8888888888888884e-01 -5.3812362148558642e-33 +0.0000000000000000e+00
+9.4364916731037099e-03 +5.5555555555555558e-01 +1.5601562865962232e-32 +0.0000000000000000e+00

+1.0563508326896292e-02 +5.5555555555555558e-01 +3.4426664839492339e-32 +0.0000000000000000e+00
+1.2500000000000001e-02 +8.8888888888888884e-01 +4.3795762583385624e-32 +0.0000000000000000e+00
+1.4436491673103707e-02 +5.5555555555555558e-01 +1.8819888538884911e-32 +0.0000000000000000e+00

+1.5563508326896291e-02 +5.5555555555555558e-01 +8.8733403585432722e-31 +0.0000000000000000e+00
+1.7500000000000002e-02 +8.8888888888888884e-01 -1.3864556815990058e-32 +0.0000000000000000e+00
+1.9436491673103712e-02 +5.5555555555555558e-01 -1.4981215939564247e-30 +0.0000000000000000e+00

+2.0563508326896292e-02 +5.5555555555555558e-01 -1.1727373135766187e-29 +0.0000000000000000e+00
+2.2499999999999999e-02 +8.8888888888888884e-01 -3.4831732039248668e-30 +0.0000000000000000e+00
+2.4436491673103709e-02 +5.5555555555555558e-01 +1.3433072459299911e-29 +0.0000000000000000e+00

+2.5563508326896293e-02 +5.5555555555555558e-01 +4.9419437128707543e-29 +0.0000000000000000e+00
+2.7500000000000000e-02 +8.8888888888888884e-01 +3.6831744093401393e-29 +0.0000000000000000e+00
+2.9436491673103707e-02 +5.5555555555555558e-01 -1.7162457703058133e-29 +0.0000000000000000e+00

+3.0563508326896291e-02 +5.5555555555555558e-01 +3.3815477597655628e-28 +0.0000000000000000e+00
+3.2500000000000001e-02 +8.8888888888888884e-01 -1.0526720977121066e-28 +0.0000000000000000e+00
+3.4436491673103711e-02 +5.5555555555555558e-01 -7.6077858854311400e-28 +0.0000000000000000e+00

+3.5563508326896295e-02 +5.5555555555555558e-01 -6.0786406219328932e-27 +0.0000000000000000e+00
+3.7500000000000006e-02 +8.8888888888888884e-01 -1.5278515537040302e-27 +0.0000000000000000e+00
+3.9436491673103716e-02 +5.5555555555555558e-01 +7.5211407265271260e-27 +0.0000000000000000e+00

+4.0563508326896293e-02 +5.5555555555555558e-01 +3.0428432634957332e-26 +0.0000000000000000e+00
+4.2499999999999996e-02 +8.8888888888888884e-01 +2.0042591816761060e-26 +0.0000000000000000e+00
+4.4436491673103706e-02 +5.5555555555555558e-01 -1.4933249030214329e-26 +0.0000000000000000e+00

+4.5563508326896290e-02 +5.5555555555555558e-01 +9.9048487114552491e-26 +0.0000000000000000e+00
+4.7500000000000001e-02 +8.8888888888888884e-01 -7.5232667556196501e-26 +0.0000000000000000e+00
+4.9436491673103711e-02 +5.5555555555555558e-01 -3.0913678840456082e-25 +0.0000000000000000e+00

+5.0563508326896295e-02 +5.5555555555555558e-01 -2.3602919637830585e-24 +0.0000000000000000e+00
+5.2500000000000005e-02 +8.8888888888888884e-01 -5.3271783799978191e-25 +0.0000000000000000e+00
+5.4436491673103708e-02 +5.5555555555555558e-01 +3.0559628938727223e-24 +0.0000000000000000e+00

+5.5563508326896292e-02 +5.5555555555555558e-01 +1.2223846483117884e-23 +0.0000000000000000e+00
+5.7499999999999996e-02 +8.8888888888888884e-01 +8.0332710347671446e-24 +0.0000000000000000e+00
+5.9436491673103706e-02 +5.5555555555555558e-01 -5.9052558091076362e-24 +0.0000000000000000e+00

+6.0563508326896290e-02 +5.5555555555555558e-01 +2.6224069727438755e-23 +0.0000000000000000e+00
+6.2500000000000000e-02 +8.8888888888888884e-01 -3.1414819749400062e-23 +0.0000000000000000e+00
+6.4436491673103710e-02 +5.5555555555555558e-01 -1.0514097465996340e-22 +0.0000000000000000e+00

+6.5563508326896294e-02 +5.5555555555555558e-01 -7.2267063832333874e-22 +0.0000000000000000e+00
+6.7500000000000004e-02 +8.8888888888888884e-01 -1.6349622237552436e-22 +0.0000000000000000e+00
